维度	实体	载体/路径	出处	状态数	判据类型	归属片
D5	chr_miner_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_miner_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_miner_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_miner_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_mini_pekka_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_mini_pekka_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_mini_pekka_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_mini_pekka_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_minion_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_minion_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_minion_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_minion_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_movingcannon_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_movingcannon_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_movingcannon_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_movingcannon_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_musketeer_out	UnitView.cs:120-127 / 帧段表 §1.3-§3.3	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_musketeer_out	UnitView.cs:120-127 / 帧段表 §1.3-§3.3	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_musketeer_out	同上	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_musketeer_out	UnitView.cs:120-127 / 帧段表 §1.3-§3.3	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_musketeer_out	UnitView.cs:120-127 / 帧段表 §1.3-§3.3	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_pekka_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_pekka_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_pekka_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_pekka_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_prince_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_prince_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_prince_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_prince_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_princess_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_princess_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_princess_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_princess_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_royal_giant_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_royal_giant_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_royal_giant_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_royal_giant_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_skeleton_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_skeleton_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_skeleton_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_skeleton_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_valkyrie_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_valkyrie_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_valkyrie_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_valkyrie_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_witch_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_witch_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_witch_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_witch_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_wizard_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_wizard_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_wizard_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	chr_wizard_out	UnitView.cs:57-62,478-487; 帧段表 §7.1	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D5	未映射目录(35)	UnitView.cs:479-487	状态矩阵.tsv D5	1	逐帧对比 + 并排图	AG2-D5
D6	-	AH2-report.md §3 R14（EvSpawn(kind==1) 无接线，登记）	状态矩阵.tsv D6	1	并排图 + 触发断言	AG2-D6
D6	-	AH2-report.md §3 R13（无「攻击」事件	状态矩阵.tsv D6	1	并排图 + 触发断言	AG2-D6
D6	Arrow	BattleViewRoot.cs:704-705	状态矩阵.tsv D6	1	并排图 + 触发断言	AG2-D6
D6	Blast	BattleViewRoot.cs:610-613	状态矩阵.tsv D6	1	并排图 + 触发断言	AG2-D6
D6	EffectsView/池与回收	EffectsView.cs:242-247,209-218	状态矩阵.tsv D6	1	并排图 + 触发断言	AG2-D6
D6	EffectsView/池与回收	EffectsView.cs:43,149-157	状态矩阵.tsv D6	1	并排图 + 触发断言	AG2-D6
D6	EffectsView/起始帧定位	EffectsView.cs:159-167	状态矩阵.tsv D6	1	并排图 + 触发断言	AG2-D6
D6	EffectsView/锚点	EffectsView.cs:146; UnitView.cs:252-254	状态矩阵.tsv D6	1	并排图 + 触发断言	AG2-D6
D6	Hit	AH2-report.md §3 R12（协议只有 0..5 六种 kind	状态矩阵.tsv D6	1	并排图 + 触发断言	AG2-D6
D6	Hit	BattleViewRoot.cs:604-607	状态矩阵.tsv D6	1	并排图 + 触发断言	AG2-D6
D6	Hit	BattleViewRoot.cs:690	状态矩阵.tsv D6	1	并排图 + 触发断言	AG2-D6
D6	Hit	BattleViewRoot.cs:700	状态矩阵.tsv D6	1	并排图 + 触发断言	AG2-D6
D7	BGM.同站点再来一局	BgmView.cs:164-168	状态矩阵.tsv D7	1	脚本断言	AG2-D7
D7	BGM.暂停时 BGM 行为	BgmView.cs:148-150; AF1报告未决2	状态矩阵.tsv D7	1	脚本断言	AG2-D7
D7	BGM.未知站点	BgmView.cs:152-160	状态矩阵.tsv D7	1	脚本断言	AG2-D7
D7	BGM.资源缺失	BgmView.cs:211-225	状态矩阵.tsv D7	1	脚本断言	AG2-D7
D7	BGM.音量 0 边界	SettingsManager:277	状态矩阵.tsv D7	1	脚本断言	AG2-D7
D7	BGM.音量 100 边界	SettingsManager:277	状态矩阵.tsv D7	1	脚本断言	AG2-D7
D7	BGM/Battle	BgmView.cs:200-202; SettingsManager:270-278	状态矩阵.tsv D7	1	脚本断言	AG2-D7
D7	BGM/Battle	Sound.cs PlayBGM	状态矩阵.tsv D7	1	脚本断言	AG2-D7
D7	BGM/Battle	BgmView.cs:62,203	状态矩阵.tsv D7	1	脚本断言	AG2-D7
D7	BGM/Battle	BgmView:182-204; Sound.cs PlayBGM	状态矩阵.tsv D7	1	脚本断言	AG2-D7
D7	BGM/Battle	BgmView.OnStationChanged/OnStarted/OnEnded	状态矩阵.tsv D7	1	脚本断言	AG2-D7
D7	BGM/Menu	BgmView.cs:200-202; SettingsManager:270-278	状态矩阵.tsv D7	1	脚本断言	AG2-D7
D7	BGM/Menu	Sound.cs PlayBGM	状态矩阵.tsv D7	1	脚本断言	AG2-D7
D7	BGM/Menu	BgmView.cs:62,203	状态矩阵.tsv D7	1	脚本断言	AG2-D7
D7	BGM/Menu	BgmView:182-204; Sound.cs PlayBGM	状态矩阵.tsv D7	1	脚本断言	AG2-D7
D7	BGM/Menu	BgmView.OnStationChanged/OnStarted/OnEnded	状态矩阵.tsv D7	1	脚本断言	AG2-D7
D7	BGM/Result	BgmView.cs:200-202; SettingsManager:270-278	状态矩阵.tsv D7	1	脚本断言	AG2-D7
D7	BGM/Result	Sound.cs PlayBGM	状态矩阵.tsv D7	1	脚本断言	AG2-D7
D7	BGM/Result	BgmView.cs:62,203	状态矩阵.tsv D7	1	脚本断言	AG2-D7
D7	BGM/Result	BgmView:182-204; Sound.cs PlayBGM	状态矩阵.tsv D7	1	脚本断言	AG2-D7
D7	BGM/Result	BgmView.OnStationChanged/OnStarted/OnEnded	状态矩阵.tsv D7	1	脚本断言	AG2-D7
D8	-	AH2-report.md §2 R6（整包无 hover 音，登记）	状态矩阵.tsv D8	1	脚本断言 + 日志	AG2-D8
D8	-	AH2-report.md §2 R5	状态矩阵.tsv D8	1	脚本断言 + 日志	AG2-D8
D8	-	AH2-report.md §2 R2/R4 已补（enemy_summon_01 / king_activate_01），R3（kind==1 生成不播）行内	状态矩阵.tsv D8	1	脚本断言 + 日志	AG2-D8
D8	-	AH2-report.md §2 R7 + §7 未决 1（接线与触发断言已给，本轮实机未采到日志）	状态矩阵.tsv D8	1	脚本断言 + 日志	AG2-D8
D8	-	AH2-report.md §2 R8（拖起 grabcard_01 已采到	状态矩阵.tsv D8	1	脚本断言 + 日志	AG2-D8
D8	-	AH2-report.md §2 R10 + §7 未决 1（本局手牌始终买得起，分支未跑起来）	状态矩阵.tsv D8	1	脚本断言 + 日志	AG2-D8
D8	-	AH2-report.md §2 R11（未采到）	状态矩阵.tsv D8	1	脚本断言 + 日志	AG2-D8
D8	-	AH2-report.md §2 R9（原版无投降专用音，走 UI 点击统一点）	状态矩阵.tsv D8	1	脚本断言 + 日志	AG2-D8
D8	ElixirFull	BattleAudioView.cs:182-184	状态矩阵.tsv D8	1	脚本断言 + 日志	AG2-D8
D8	Hit	AH2-report.md §2 R1a/R1b	状态矩阵.tsv D8	1	脚本断言 + 日志	AG2-D8
D8	Lose	BattleAudioView.cs:205-223	状态矩阵.tsv D8	1	脚本断言 + 日志	AG2-D8
D8	PlayCard	BattleAudioView.cs:157-160; AudioPaths.cs:44	状态矩阵.tsv D8	1	脚本断言 + 日志	AG2-D8
D8	TowerDown	BattleAudioView.cs:177-180	状态矩阵.tsv D8	1	脚本断言 + 日志	AG2-D8
D8	Win	BattleAudioView.cs:205-223	状态矩阵.tsv D8	1	脚本断言 + 日志	AG2-D8
D9	击退(pushback)	cover_offline_test.go:228(实测行见 :247)	状态矩阵.tsv D9	1	离线断言	AJ1-D9
D9	国王塔 3×3 不可通行区 (BLUE/RED)	core_test.go:57	状态矩阵.tsv D9	1	离线断言	AJ1-D9
D9	地面单位 × 河面	core_test.go:74	状态矩阵.tsv D9	1	离线断言	AJ1-D9
D9	地面单位过河路径	battle_test.go:14(TestUnitWalksToBridgeThenAcross)	状态矩阵.tsv D9	1	离线断言	AJ1-D9
D9	摧毁公主塔后的口袋区: 不越车道/不吃王塔	core_test.go:181	状态矩阵.tsv D9	1	离线断言	AJ1-D9
D9	摧毁公主塔后的口袋区: 车道限定	core_test.go:144(TestCanDeployPocketAfterPrincessFalls)	状态矩阵.tsv D9	1	离线断言	AJ1-D9
D9	斜坡阈值	参考规格§2/§5 无该机制	状态矩阵.tsv D9	1	离线断言	AJ1-D9
D9	桥的可通行范围 BLUE 左桥	cover_offline_test.go:60(TestCoverBridgeSpanWalkable)	状态矩阵.tsv D9	1	离线断言	AJ1-D9
D9	桥的可通行范围 右桥	cover_offline_test.go:60	状态矩阵.tsv D9	1	离线断言	AJ1-D9
D9	法术 × 河面	core_test.go:131	状态矩阵.tsv D9	1	离线断言	AJ1-D9
D9	碰撞×角色类型: 地面×地面	cover_offline_test.go:143(TestCoverCollisionLayers)	状态矩阵.tsv D9	1	离线断言	AJ1-D9
D9	碰撞×角色类型: 建筑/塔(不可推)	cover_offline_test.go:173(实测行见 :194)	状态矩阵.tsv D9	1	离线断言	AJ1-D9
D9	碰撞×角色类型: 法术/投射物	cover_offline_test.go:196(实测行见 :217)	状态矩阵.tsv D9	1	离线断言	AJ1-D9
D9	碰撞×角色类型: 飞行×地面	cover_offline_test.go:160(实测行见 :170)	状态矩阵.tsv D9	1	离线断言	AJ1-D9
D9	碰撞×角色类型: 飞行×飞行	cover_offline_test.go:143	状态矩阵.tsv D9	1	离线断言	AJ1-D9
D9	竞技场几何常量(18×32/河y∈[15,17)/桥x=3.5,14.5各宽2)	server/game/core/core_test.go:13 ; cover_offline_test.go:99(TestCoverBridgeSpanW	状态矩阵.tsv D9	1	离线断言	AJ1-D9
D9	部署区边界 BLUE	cover_offline_test.go:113(TestCoverDeployZoneEdges)	状态矩阵.tsv D9	1	离线断言	AJ1-D9
D9	部署区边界 RED	cover_offline_test.go:113	状态矩阵.tsv D9	1	离线断言	AJ1-D9
D9	飞行单位直接过河	server/game/core/battle_test.go:42(TestFlyingUnitIgnoresRiver)	状态矩阵.tsv D9	1	离线断言	AJ1-D9
D9	高度带 / 跳跃 / 蹲跃上限	参考规格§2/§5 无该机制	状态矩阵.tsv D9	1	离线断言	AJ1-D9
S1数值	card_cs:archers	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:arrows	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:baby-dragon	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:balloon	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:bandit	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:barbarian-hut	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:barbarians	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:bats	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:battle-ram	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:bomb-tower	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:bomber	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:bowler	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:cannon	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:cannon-cart	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:dark-prince	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:dart-goblin	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:electro-wizard	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:elixir-collector	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:executioner	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:fire-spirit	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:fireball	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:freeze	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:giant	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:giant-skeleton	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:goblin-barrel	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:goblin-hut	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:goblins	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:hog-rider	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:ice-spirit	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:ice-wizard	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:inferno-tower	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:knight	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:lava-hound	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:lightning	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:mega-knight	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:mega-minion	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:miner	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:mini-pekka	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:minion-horde	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:minions	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:mortar	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:musketeer	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:pekka	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:poison	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:prince	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:princess	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:rage	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:rocket	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:royal-giant	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:skeleton-army	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:skeletons	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:spear-goblins	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:tesla	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:the-log	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:tombstone	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:valkyrie	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:witch	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:wizard	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:x-bow	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	card_cs:zap	策划/数值文档/card_cs.txt	参考规格.md §6	4	参考物比对	AE1-S1
S1数值	spell_cs:arrows	策划/数值文档/spell_cs.txt	参考规格.md §6	6	参考物比对	AE1-S1
S1数值	spell_cs:fireball	策划/数值文档/spell_cs.txt	参考规格.md §6	6	参考物比对	AE1-S1
S1数值	spell_cs:freeze	策划/数值文档/spell_cs.txt	参考规格.md §6	6	参考物比对	AE1-S1
S1数值	spell_cs:goblin-barrel	策划/数值文档/spell_cs.txt	参考规格.md §6	6	参考物比对	AE1-S1
S1数值	spell_cs:lightning	策划/数值文档/spell_cs.txt	参考规格.md §6	6	参考物比对	AE1-S1
S1数值	spell_cs:poison	策划/数值文档/spell_cs.txt	参考规格.md §6	6	参考物比对	AE1-S1
S1数值	spell_cs:rage	策划/数值文档/spell_cs.txt	参考规格.md §6	6	参考物比对	AE1-S1
S1数值	spell_cs:rocket	策划/数值文档/spell_cs.txt	参考规格.md §6	6	参考物比对	AE1-S1
S1数值	spell_cs:the-log	策划/数值文档/spell_cs.txt	参考规格.md §6	6	参考物比对	AE1-S1
S1数值	spell_cs:zap	策划/数值文档/spell_cs.txt	参考规格.md §6	6	参考物比对	AE1-S1
S1数值	unit_cs:Archer	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:ArcherArrow	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:AxeManProjectile	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:BabyDragonProjectile	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:BalloonBomb	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:Barbarian	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:Bat	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:BlowdartGoblinProjectile	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:BombSkeletonProjectile	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:BombTowerBomb	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:BombTowerProjectile	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:BowlerProjectile	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:BrokenCannon	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:FireSpiritsProjectile	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:GiantSkeletonBomb	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:Goblin	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:IceSpiritsProjectile	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:KingProjectile	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:KingTower	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:LavaHoundProjectile	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:LavaPupProjectile	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:LavaPups	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:MegaMinionSpit	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
S1数值	unit_cs:Minion	策划/数值文档/unit_cs.txt	参考规格.md §4/参考规格.md §5/参考规格.md §6	12	参考物比对	AE1-S1
